slug	name	category	url
target-hi-pro-trucker	Target Hi Pro Trucker	hat	https://www.sitkagear.com/products/target-hi-pro-trucker
target-pullover-hoodie	Target Pullover Hoodie	hoody	https://www.sitkagear.com/products/target-pullover-hoodie
target-tee	Target Tee	shirt	https://www.sitkagear.com/products/target-tee
tarmac-short-10	Tarmac Short 10"	pant	https://www.sitkagear.com/products/tarmac-short-10
tarmac-short-8	Tarmac Short 8"	pant	https://www.sitkagear.com/products/tarmac-short-8
tech-polo	Tech Polo	shirt	https://www.sitkagear.com/products/tech-polo
tech-tee	Tech Tee	shirt	https://www.sitkagear.com/products/tech-tee
three-season-pant	Three Season Pant	pant	https://www.sitkagear.com/products/three-season-pant
timber-pack	Timber Pack	pack	https://www.sitkagear.com/products/timber-pack
timberline-pant	Timberline Pant	pant	https://www.sitkagear.com/products/timberline-pant
timberline-pro-pant	Timberline Pro Pant	pant	https://www.sitkagear.com/products/timberline-pro-pant
tool-bucket	Tool Bucket	accessory	https://www.sitkagear.com/products/tool-bucket
traverse-bib	Traverse Bib	bib	https://www.sitkagear.com/products/traverse-bib
traverse-cap	Traverse Cap	hat	https://www.sitkagear.com/products/traverse-cap
traverse-glove	Traverse Glove	glove	https://www.sitkagear.com/products/traverse-glove
traverse-hoodie	Traverse Hoodie	hoody	https://www.sitkagear.com/products/traverse-hoodie
traverse-jacket	Traverse Jacket	jacket	https://www.sitkagear.com/products/traverse-jacket
traverse-pant	Traverse Pant	pant	https://www.sitkagear.com/products/traverse-pant
turkey-tool-belt	Turkey Tool Belt	pack	https://www.sitkagear.com/products/turkey-tool-belt
ventlite-gtx-boot	Ventlite GTX Boot	boot	https://www.sitkagear.com/products/ventlite-gtx-boot
wader-storage-bag	Wader Storage Bag	accessory	https://www.sitkagear.com/products/wader-storage-bag
waffle-pullover-hoodie	Waffle Pullover Hoodie	midlayer	https://www.sitkagear.com/products/waffle-pullover-hoodie
wapiti-tee	Wapiti Tee	shirt	https://www.sitkagear.com/products/wapiti-tee
wheatland-beanie	Wheatland Beanie	hat	https://www.sitkagear.com/products/wheatland-beanie
wild-icon-tee	Wild Icon Tee	shirt	https://www.sitkagear.com/products/wild-icon-tee
